reserve_assessment_id,user_id,assessed_at,healthcare_coverage_status,estimated_healthcare_exposure,emergency_health_resources,monthly_financial_obligations,number_of_dependants,current_preparedness_amount,preparedness_target,preparedness_gap,preparedness_ratio,reserve_status
HRA00011111,USR004546,2026-06-21T05:00:00,insured,630000,331000,187000,4,534000,1255000,721000,0.425498,developing
HRA00011112,USR004546,2026-08-15T05:00:00,insured,695000,87000,674000,4,596000,1255000,659000,0.4749,developing
HRA00011113,USR004551,2026-02-12T07:00:00,insured,334000,442000,104000,0,1287000,2210000,923000,0.582353,moderate
HRA00011114,USR004551,2026-03-31T07:00:00,insured,661000,452000,572000,0,1731000,2210000,479000,0.783258,moderate
HRA00011115,USR004551,2026-05-25T07:00:00,partial,262000,451000,327000,4,2035000,2210000,175000,0.920814,strong
HRA00011116,USR004551,2026-07-10T07:00:00,insured,764000,103000,579000,5,2462000,2210000,0,1.114027,strong
HRA00011117,USR004551,2026-09-02T07:00:00,insured,527000,43000,51000,4,3030000,2210000,0,1.371041,strong
HRA00011118,USR004553,2026-01-10T03:00:00,uninsured,705000,295000,281000,0,254000,1945000,1691000,0.130591,low
HRA00011119,USR004553,2026-02-27T03:00:00,insured,88000,276000,69000,0,214000,1945000,1731000,0.110026,low
HRA00011120,USR004553,2026-04-16T03:00:00,uninsured,728000,392000,337000,2,55000,1945000,1890000,0.028278,low
HRA00011121,USR004553,2026-06-06T03:00:00,insured,510000,364000,399000,1,59000,1945000,1886000,0.030334,low
HRA00011122,USR004553,2026-07-27T03:00:00,partial,518000,245000,236000,0,0,1945000,1945000,0.0,low
HRA00011123,USR004555,2025-12-13T18:00:00,partial,192000,152000,152000,2,1188000,1841000,653000,0.645301,moderate
HRA00011124,USR004555,2026-02-02T18:00:00,insured,720000,385000,337000,2,1557000,1841000,284000,0.845736,moderate
HRA00011125,USR004555,2026-03-19T18:00:00,uninsured,201000,75000,656000,3,1918000,1841000,0,1.041825,strong
HRA00011126,USR004555,2026-05-07T18:00:00,uninsured,369000,187000,595000,0,2278000,1841000,0,1.237371,strong
HRA00011127,USR004555,2026-06-26T18:00:00,insured,450000,459000,93000,0,2606000,1841000,0,1.415535,strong
HRA00011128,USR004555,2026-08-20T18:00:00,partial,757000,61000,663000,0,3012000,1841000,0,1.636067,strong
HRA00011129,USR004556,2025-09-28T00:00:00,insured,70000,444000,564000,3,203000,328000,125000,0.618902,moderate
HRA00011130,USR004556,2025-11-18T00:00:00,partial,462000,333000,481000,2,226000,328000,102000,0.689024,moderate
HRA00011131,USR004556,2026-01-04T00:00:00,partial,577000,446000,131000,1,273000,328000,55000,0.832317,moderate
HRA00011132,USR004556,2026-02-22T00:00:00,partial,279000,242000,671000,1,293000,328000,35000,0.893293,strong
HRA00011133,USR004556,2026-04-14T00:00:00,insured,629000,474000,527000,5,318000,328000,10000,0.969512,strong
HRA00011134,USR004556,2026-06-06T00:00:00,insured,341000,286000,522000,0,347000,328000,0,1.057927,strong
HRA00011135,USR004556,2026-07-24T00:00:00,insured,529000,491000,422000,3,374000,328000,0,1.140244,strong
HRA00011136,USR004557,2026-01-20T07:00:00,insured,103000,408000,198000,3,307000,666000,359000,0.460961,developing
HRA00011137,USR004557,2026-03-06T07:00:00,insured,780000,319000,366000,1,351000,666000,315000,0.527027,moderate
HRA00011138,USR004557,2026-04-24T07:00:00,partial,110000,170000,391000,0,368000,666000,298000,0.552553,moderate
HRA00011139,USR004557,2026-06-12T07:00:00,uninsured,720000,180000,674000,2,375000,666000,291000,0.563063,moderate
HRA00011140,USR004557,2026-08-08T07:00:00,insured,638000,126000,427000,2,396000,666000,270000,0.594595,moderate
HRA00011141,USR004559,2026-01-13T20:00:00,insured,713000,352000,334000,3,129000,1773000,1644000,0.072758,low
HRA00011142,USR004559,2026-03-03T20:00:00,uninsured,529000,317000,215000,0,0,1773000,1773000,0.0,low
HRA00011143,USR004559,2026-04-23T20:00:00,uninsured,63000,180000,446000,1,0,1773000,1773000,0.0,low
HRA00011144,USR004559,2026-06-08T20:00:00,insured,755000,300000,145000,1,0,1773000,1773000,0.0,low
HRA00011145,USR004559,2026-07-30T20:00:00,uninsured,233000,471000,688000,3,0,1773000,1773000,0.0,low
HRA00011146,USR004560,2026-01-19T15:00:00,partial,528000,309000,331000,3,799000,2124000,1325000,0.376177,developing
HRA00011147,USR004560,2026-03-08T15:00:00,insured,330000,75000,501000,3,1027000,2124000,1097000,0.483522,developing
HRA00011148,USR004560,2026-05-02T15:00:00,insured,312000,171000,382000,1,1196000,2124000,928000,0.563089,moderate
HRA00011149,USR004560,2026-06-22T15:00:00,insured,453000,85000,224000,4,1347000,2124000,777000,0.634181,moderate
HRA00011150,USR004560,2026-08-09T15:00:00,uninsured,344000,312000,588000,4,1505000,2124000,619000,0.708569,moderate
HRA00011151,USR004562,2026-01-13T01:00:00,uninsured,517000,7000,161000,4,157000,1901000,1744000,0.082588,low
HRA00011152,USR004562,2026-03-07T01:00:00,uninsured,294000,377000,474000,2,329000,1901000,1572000,0.173067,low
HRA00011153,USR004562,2026-04-27T01:00:00,uninsured,160000,453000,649000,3,547000,1901000,1354000,0.287743,developing
HRA00011154,USR004562,2026-06-08T01:00:00,uninsured,458000,428000,279000,0,811000,1901000,1090000,0.426618,developing
HRA00011155,USR004562,2026-08-02T01:00:00,partial,352000,30000,694000,4,762000,1901000,1139000,0.400842,developing
HRA00011156,USR004563,2025-11-02T18:00:00,insured,357000,170000,602000,0,1017000,1370000,353000,0.742336,moderate
HRA00011157,USR004563,2025-12-23T18:00:00,uninsured,754000,90000,216000,1,985000,1370000,385000,0.718978,moderate
HRA00011158,USR004563,2026-02-14T18:00:00,partial,152000,330000,220000,1,950000,1370000,420000,0.693431,moderate
HRA00011159,USR004563,2026-04-05T18:00:00,uninsured,521000,245000,525000,4,1019000,1370000,351000,0.743796,moderate
HRA00011160,USR004563,2026-05-24T18:00:00,insured,752000,339000,249000,0,1018000,1370000,352000,0.743066,moderate
HRA00011161,USR004563,2026-07-11T18:00:00,insured,670000,438000,252000,2,1012000,1370000,358000,0.738686,moderate
HRA00011162,USR004563,2026-08-28T18:00:00,uninsured,558000,129000,618000,0,1031000,1370000,339000,0.752555,moderate
HRA00011163,USR004567,2025-11-26T01:00:00,partial,242000,265000,515000,5,74000,475000,401000,0.155789,low
HRA00011164,USR004567,2026-01-11T01:00:00,partial,189000,317000,678000,5,140000,475000,335000,0.294737,developing
HRA00011165,USR004567,2026-03-10T01:00:00,partial,180000,52000,238000,1,158000,475000,317000,0.332632,developing
HRA00011166,USR004567,2026-04-26T01:00:00,partial,337000,255000,381000,0,222000,475000,253000,0.467368,developing
HRA00011167,USR004567,2026-06-11T01:00:00,partial,736000,226000,498000,3,224000,475000,251000,0.471579,developing
HRA00011168,USR004567,2026-08-02T01:00:00,insured,307000,295000,176000,1,276000,475000,199000,0.581053,moderate
HRA00011169,USR004570,2026-02-09T04:00:00,insured,720000,234000,320000,3,254000,2047000,1793000,0.124084,low
HRA00011170,USR004570,2026-04-03T04:00:00,insured,435000,134000,146000,0,235000,2047000,1812000,0.114802,low
HRA00011171,USR004570,2026-05-16T04:00:00,partial,65000,168000,397000,3,345000,2047000,1702000,0.168539,low
HRA00011172,USR004570,2026-07-06T04:00:00,partial,328000,391000,587000,0,621000,2047000,1426000,0.303371,developing
HRA00011173,USR004570,2026-08-30T04:00:00,partial,709000,247000,462000,4,612000,2047000,1435000,0.298974,developing
HRA00011174,USR004571,2026-01-24T05:00:00,uninsured,335000,373000,390000,1,460000,804000,344000,0.572139,moderate
HRA00011175,USR004571,2026-03-12T05:00:00,insured,160000,227000,371000,2,420000,804000,384000,0.522388,moderate
HRA00011176,USR004571,2026-05-01T05:00:00,partial,600000,247000,191000,0,373000,804000,431000,0.46393,developing
HRA00011177,USR004571,2026-06-23T05:00:00,insured,348000,168000,94000,3,339000,804000,465000,0.421642,developing
HRA00011178,USR004571,2026-08-09T05:00:00,insured,95000,217000,659000,3,398000,804000,406000,0.495025,developing
HRA00011179,USR004576,2025-10-22T04:00:00,insured,394000,233000,423000,2,845000,1861000,1016000,0.454057,developing
HRA00011180,USR004576,2025-12-06T04:00:00,partial,54000,22000,644000,1,841000,1861000,1020000,0.451908,developing
HRA00011181,USR004576,2026-01-25T04:00:00,insured,438000,157000,256000,1,778000,1861000,1083000,0.418055,developing
HRA00011182,USR004576,2026-03-20T04:00:00,partial,626000,257000,102000,0,675000,1861000,1186000,0.362708,developing
HRA00011183,USR004576,2026-05-11T04:00:00,insured,315000,378000,700000,3,652000,1861000,1209000,0.350349,developing
HRA00011184,USR004576,2026-06-30T04:00:00,uninsured,464000,391000,581000,3,765000,1861000,1096000,0.411069,developing
HRA00011185,USR004576,2026-08-17T04:00:00,insured,378000,387000,273000,1,746000,1861000,1115000,0.40086,developing
HRA00011186,USR004577,2025-12-03T03:00:00,insured,361000,416000,142000,2,788000,1729000,941000,0.455755,developing
HRA00011187,USR004577,2026-01-21T03:00:00,insured,413000,160000,421000,4,757000,1729000,972000,0.437825,developing
HRA00011188,USR004577,2026-03-12T03:00:00,uninsured,331000,497000,583000,3,805000,1729000,924000,0.465587,developing
HRA00011189,USR004577,2026-05-05T03:00:00,uninsured,761000,254000,477000,3,855000,1729000,874000,0.494505,developing
HRA00011190,USR004577,2026-06-20T03:00:00,insured,769000,316000,172000,5,885000,1729000,844000,0.511857,moderate
HRA00011191,USR004577,2026-08-14T03:00:00,insured,716000,336000,402000,3,1007000,1729000,722000,0.582418,moderate
HRA00011192,USR004580,2025-10-23T02:00:00,insured,751000,494000,637000,4,1494000,2154000,660000,0.693593,moderate
HRA00011193,USR004580,2025-12-16T02:00:00,uninsured,322000,166000,223000,5,1820000,2154000,334000,0.84494,moderate
HRA00011194,USR004580,2026-02-03T02:00:00,uninsured,412000,326000,91000,1,1974000,2154000,180000,0.916435,strong
HRA00011195,USR004580,2026-03-20T02:00:00,uninsured,342000,221000,548000,0,2187000,2154000,0,1.01532,strong
HRA00011196,USR004580,2026-05-13T02:00:00,insured,742000,252000,299000,3,2286000,2154000,0,1.061281,strong
HRA00011197,USR004580,2026-07-02T02:00:00,partial,76000,34000,427000,3,2516000,2154000,0,1.168059,strong
HRA00011198,USR004580,2026-08-16T02:00:00,uninsured,659000,230000,231000,4,2610000,2154000,0,1.211699,strong
HRA00011199,USR004590,2025-09-24T11:00:00,insured,369000,429000,365000,5,1678000,2233000,555000,0.751455,moderate
HRA00011200,USR004590,2025-11-09T11:00:00,insured,201000,131000,577000,5,1782000,2233000,451000,0.79803,moderate
HRA00011201,USR004590,2025-12-29T11:00:00,insured,108000,186000,381000,1,2121000,2233000,112000,0.949843,strong
HRA00011202,USR004590,2026-02-23T11:00:00,insured,728000,280000,387000,4,2382000,2233000,0,1.066726,strong
HRA00011203,USR004590,2026-04-11T11:00:00,insured,89000,439000,113000,5,2526000,2233000,0,1.131214,strong
HRA00011204,USR004590,2026-06-05T11:00:00,uninsured,689000,238000,354000,5,2739000,2233000,0,1.226601,strong
HRA00011205,USR004590,2026-07-17T11:00:00,uninsured,432000,78000,222000,0,3051000,2233000,0,1.366323,strong
HRA00011206,USR004592,2025-12-15T14:00:00,insured,431000,496000,265000,3,337000,2486000,2149000,0.135559,low
HRA00011207,USR004592,2026-02-06T14:00:00,insured,365000,379000,64000,5,416000,2486000,2070000,0.167337,low
HRA00011208,USR004592,2026-03-25T14:00:00,insured,581000,141000,546000,2,439000,2486000,2047000,0.176589,low
HRA00011209,USR004592,2026-05-12T14:00:00,insured,645000,27000,358000,3,459000,2486000,2027000,0.184634,low
HRA00011210,USR004592,2026-07-04T14:00:00,partial,179000,78000,621000,4,547000,2486000,1939000,0.220032,low
HRA00011211,USR004592,2026-08-24T14:00:00,insured,561000,498000,346000,1,641000,2486000,1845000,0.257844,developing
HRA00011212,USR004594,2025-12-01T21:00:00,insured,543000,154000,318000,1,110000,513000,403000,0.214425,low
HRA00011213,USR004594,2026-01-15T21:00:00,uninsured,534000,287000,664000,3,210000,513000,303000,0.409357,developing
HRA00011214,USR004594,2026-03-08T21:00:00,uninsured,395000,361000,147000,4,297000,513000,216000,0.578947,moderate
HRA00011215,USR004594,2026-04-28T21:00:00,insured,73000,448000,176000,1,365000,513000,148000,0.711501,moderate
HRA00011216,USR004594,2026-06-19T21:00:00,insured,561000,212000,592000,4,460000,513000,53000,0.896686,strong
HRA00011217,USR004594,2026-08-05T21:00:00,partial,503000,321000,404000,0,516000,513000,0,1.005848,strong
HRA00011218,USR004596,2026-01-19T01:00:00,partial,216000,130000,300000,5,742000,1636000,894000,0.453545,developing
HRA00011219,USR004596,2026-03-10T01:00:00,uninsured,85000,14000,658000,0,940000,1636000,696000,0.574572,moderate
HRA00011220,USR004596,2026-04-25T01:00:00,insured,776000,36000,641000,0,1036000,1636000,600000,0.633252,moderate
HRA00011221,USR004596,2026-06-16T01:00:00,insured,608000,177000,611000,0,1103000,1636000,533000,0.674205,moderate
HRA00011222,USR004596,2026-08-06T01:00:00,insured,68000,341000,590000,4,1214000,1636000,422000,0.742054,moderate
HRA00011223,USR004597,2025-11-22T04:00:00,uninsured,590000,246000,350000,5,1192000,2345000,1153000,0.508316,moderate
HRA00011224,USR004597,2026-01-08T04:00:00,partial,235000,54000,139000,0,1380000,2345000,965000,0.588486,moderate
HRA00011225,USR004597,2026-03-02T04:00:00,uninsured,110000,327000,538000,3,1556000,2345000,789000,0.663539,moderate
HRA00011226,USR004597,2026-04-17T04:00:00,insured,140000,271000,563000,5,1799000,2345000,546000,0.767164,moderate
HRA00011227,USR004597,2026-06-06T04:00:00,partial,769000,7000,444000,1,1929000,2345000,416000,0.822601,moderate
HRA00011228,USR004597,2026-07-31T04:00:00,insured,542000,106000,62000,4,2073000,2345000,272000,0.884009,strong
HRA00011229,USR004600,2025-11-25T13:00:00,partial,675000,99000,100000,0,133000,387000,254000,0.343669,developing
HRA00011230,USR004600,2026-01-12T13:00:00,uninsured,315000,351000,593000,5,146000,387000,241000,0.377261,developing
HRA00011231,USR004600,2026-03-04T13:00:00,insured,668000,362000,431000,4,167000,387000,220000,0.431525,developing
HRA00011232,USR004600,2026-04-22T13:00:00,partial,218000,498000,284000,1,185000,387000,202000,0.478036,developing
HRA00011233,USR004600,2026-06-10T13:00:00,insured,591000,57000,224000,4,190000,387000,197000,0.490956,developing
HRA00011234,USR004600,2026-08-04T13:00:00,uninsured,750000,263000,493000,3,202000,387000,185000,0.521964,moderate
HRA00011235,USR004601,2026-01-25T01:00:00,insured,67000,117000,343000,3,629000,1203000,574000,0.52286,moderate
HRA00011236,USR004601,2026-03-14T01:00:00,uninsured,278000,233000,166000,0,659000,1203000,544000,0.547797,moderate
HRA00011237,USR004601,2026-05-04T01:00:00,partial,703000,372000,666000,5,682000,1203000,521000,0.566916,moderate
HRA00011238,USR004601,2026-06-20T01:00:00,partial,248000,150000,617000,1,617000,1203000,586000,0.512884,moderate
HRA00011239,USR004601,2026-08-09T01:00:00,insured,257000,58000,569000,5,721000,1203000,482000,0.599335,moderate
HRA00011240,USR004602,2025-11-18T05:00:00,partial,367000,324000,490000,0,156000,1849000,1693000,0.08437,low
HRA00011241,USR004602,2026-01-04T05:00:00,insured,707000,37000,332000,5,0,1849000,1849000,0.0,low
HRA00011242,USR004602,2026-03-02T05:00:00,insured,85000,46000,606000,4,0,1849000,1849000,0.0,low
HRA00011243,USR004602,2026-04-21T05:00:00,insured,541000,211000,333000,5,0,1849000,1849000,0.0,low
HRA00011244,USR004602,2026-06-04T05:00:00,insured,214000,292000,206000,2,0,1849000,1849000,0.0,low
HRA00011245,USR004602,2026-07-23T05:00:00,partial,254000,18000,418000,4,0,1849000,1849000,0.0,low
HRA00011246,USR004602,2026-09-10T05:00:00,partial,210000,87000,648000,2,0,1849000,1849000,0.0,low
HRA00011247,USR004606,2025-11-12T23:00:00,insured,716000,397000,378000,5,1219000,1605000,386000,0.759502,moderate
HRA00011248,USR004606,2025-12-29T23:00:00,uninsured,794000,41000,532000,4,1309000,1605000,296000,0.815576,moderate
HRA00011249,USR004606,2026-02-20T23:00:00,insured,192000,254000,415000,3,1465000,1605000,140000,0.912773,strong
HRA00011250,USR004606,2026-04-14T23:00:00,insured,580000,295000,579000,5,1660000,1605000,0,1.034268,strong
HRA00011251,USR004606,2026-05-29T23:00:00,uninsured,195000,452000,185000,2,1679000,1605000,0,1.046106,strong
HRA00011252,USR004606,2026-07-20T23:00:00,uninsured,311000,464000,305000,4,1794000,1605000,0,1.117757,strong
HRA00011253,USR004606,2026-09-07T23:00:00,uninsured,249000,301000,284000,2,1888000,1605000,0,1.176324,strong
HRA00011254,USR004607,2025-11-12T18:00:00,insured,729000,236000,576000,5,1193000,1943000,750000,0.613999,moderate
HRA00011255,USR004607,2025-12-29T18:00:00,partial,51000,77000,125000,4,1183000,1943000,760000,0.608852,moderate
HRA00011256,USR004607,2026-02-22T18:00:00,partial,627000,235000,528000,2,1220000,1943000,723000,0.627895,moderate
HRA00011257,USR004607,2026-04-11T18:00:00,insured,275000,345000,610000,5,1230000,1943000,713000,0.633042,moderate
HRA00011258,USR004607,2026-05-28T18:00:00,partial,743000,406000,587000,3,1131000,1943000,812000,0.58209,moderate
HRA00011259,USR004607,2026-07-17T18:00:00,partial,399000,363000,442000,5,1270000,1943000,673000,0.653628,moderate
HRA00011260,USR004607,2026-09-05T18:00:00,insured,252000,392000,82000,1,1259000,1943000,684000,0.647967,moderate
HRA00011261,USR004610,2025-11-22T23:00:00,partial,790000,423000,114000,1,14000,202000,188000,0.069307,low
HRA00011262,USR004610,2026-01-08T23:00:00,partial,541000,210000,435000,5,24000,202000,178000,0.118812,low
HRA00011263,USR004610,2026-03-05T23:00:00,insured,272000,319000,524000,1,44000,202000,158000,0.217822,low
HRA00011264,USR004610,2026-04-25T23:00:00,insured,654000,263000,326000,4,60000,202000,142000,0.29703,developing
HRA00011265,USR004610,2026-06-07T23:00:00,partial,588000,321000,546000,2,66000,202000,136000,0.326733,developing
HRA00011266,USR004610,2026-07-30T23:00:00,uninsured,223000,152000,118000,2,84000,202000,118000,0.415842,developing
HRA00011267,USR004616,2025-10-19T21:00:00,insured,769000,66000,488000,0,24000,224000,200000,0.107143,low
HRA00011268,USR004616,2025-12-03T21:00:00,uninsured,89000,246000,672000,3,32000,224000,192000,0.142857,low
HRA00011269,USR004616,2026-01-19T21:00:00,uninsured,698000,378000,545000,1,39000,224000,185000,0.174107,low
HRA00011270,USR004616,2026-03-15T21:00:00,uninsured,631000,41000,586000,3,60000,224000,164000,0.267857,developing
HRA00011271,USR004616,2026-05-07T21:00:00,partial,438000,316000,658000,0,75000,224000,149000,0.334821,developing
HRA00011272,USR004616,2026-06-22T21:00:00,uninsured,707000,487000,287000,0,94000,224000,130000,0.419643,developing
HRA00011273,USR004616,2026-08-13T21:00:00,insured,375000,297000,256000,0,91000,224000,133000,0.40625,developing
HRA00011274,USR004618,2026-01-31T05:00:00,insured,314000,418000,568000,0,1141000,1821000,680000,0.626579,moderate
